k,mx,my,est_px,est_py
173,495.827112686887,-108.039419996631,494.174974526799,-107.384938839044
174,499.520660153046,-111.453365389436,499.409017922433,-109.68704083422
175,503.274097807803,-110.018129200471,504.241405054682,-111.038469962838
176,507.857909561699,-115.409399385825,508.964357898663,-113.455296828303
177,517.017631590361,-113.773725152771,514.857976828267,-114.843051735357
178,519.202957050472,-118.531010673896,519.825763245118,-117.110116549575
179,525.905813655559,-120.396369630966,525.243255408079,-119.327463183594
180,530.13090142626,-124.34485896676,530.361688441611,-122.065503803195
181,533.004333070233,-122.11493828252,534.854108811233,-123.537088332484
182,539.66002130917,-124.924656362184,539.86147541483,-125.315365710876
183,547.232632718796,-128.574359350803,545.564299836915,-127.590620488363
184,551.613223365257,-130.773498046059,550.975292899648,-129.886879904374
185,557.126470585095,-129.741406592151,556.441515453966,-131.30746915316
186,561.926311695125,-132.082894042966,561.754030336653,-132.914090924524
187,563.185769013359,-131.28212265419,565.961603708277,-133.824655105009
188,567.303407589312,-130.576112670959,570.026280835446,-134.183308369006
189,579.677582954634,-134.813092469195,576.255326261468,-135.4526458149
190,577.174606097895,-135.244864870054,580.233851678747,-136.464898091674
191,583.756602143281,-138.945029869884,584.796536431567,-138.162813444789
192,588.274164538297,-144.647228886182,589.30254802342,-140.992906584856
193,595.112832412068,-142.219738580893,594.404892162338,-142.53584267872
194,598.889596568436,-146.506506150794,599.173619930446,-144.818282362494
195,603.432540581837,-143.774043108362,603.868291108949,-145.796426907533
196,607.867106519937,-150.14229258503,608.473025000693,-148.167597954602
197,614.21306190038,-145.867127335601,613.529781167748,-148.798974535717
198,618.025823960198,-149.740030171694,618.274259846972,-150.195026863217
199,626.698200286926,-151.190079396886,624.086057130292,-151.586518573643
